TEMPO_SWATH_POINT product,TEMPO_SWATH_POINT start time,TEMPO_SWATH_POINT end time,TEMPO_SWATH_POINT duration,TEMPO_SWATH_POINT product type,TEMPO_SWATH_POINT product path,(bl lat. bl lon),(tl lat. tl lon),(tr lat. tr lon),(br lat. br lon),segment_id
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-72644783_-42394350_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-72644783_-42394350_V202.nc,(-42.39434814453125. -72.64478302001953),(-41.49547576904297. -72.59387969970703),(-41.52667236328125. -71.39717864990234),(-42.42654037475586. -71.43118286132812),549
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73584882_-54060680_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73584882_-54060680_V202.nc,(-54.0606803894043. -73.58488464355469),(-53.16464614868164. -73.48863220214844),(-53.21162033081055. -71.9952163696289),(-54.10920715332031. -72.0595932006836),550
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74527924_-49520336_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74527924_-49520336_V202.nc,(-49.52033615112305. -74.52792358398438),(-48.624900817871094. -74.42915344238281),(-48.68085861206055. -73.07604217529297),(-49.57807922363281. -73.15039825439453),551
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1900000__+0________V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1900000__+0________V202.nc,(-72.64167785644531. -90.0),(-72.61801147460938. -86.98721313476562),(-73.51788330078125. -86.8201675415039),(-73.54292297363281. -90.0),552
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-200000___+1700000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-200000___+1700000__V202.nc,(-74.34014892578125. -6.709836959838867),(-73.4429931640625. -6.340191841125488),(-73.51788330078125. -3.1798300743103027),(-74.4195785522461. -3.3664605617523193),553
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-69000000_-55046807_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-69000000_-55046807_V202.nc,(-55.04680633544922. -69.0),(-54.14810562133789. -69.0),(-54.13837432861328. -67.46929931640625),(-55.03675079345703. -67.43523406982422),554
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-72593876_-41495475_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-72593876_-41495475_V202.nc,(-41.49547576904297. -72.59387969970703),(-40.59640884399414. -72.54522705078125),(-40.62664031982422. -71.36468505859375),(-41.52667236328125. -71.39717864990234),555
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73228559_-50475075_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73228559_-50475075_V202.nc,(-50.475074768066406. -73.22856140136719),(-49.57807922363281. -73.15039825439453),(-49.61941909790039. -71.76905822753906),(-50.51774215698242. -71.8213119506836),556
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74429157_-48624899_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74429157_-48624899_V202.nc,(-48.624900817871094. -74.42915344238281),(-47.72917938232422. -74.33512878417969),(-47.78341293334961. -73.0052719116211),(-48.68085861206055. -73.07604217529297),557
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74245553_-46833185_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74245553_-46833185_V202.nc,(-46.83318328857422. -74.24555206298828),(-45.93692398071289. -74.16017150878906),(-45.98788070678711. -72.87360382080078),(-46.8857536315918. -72.93785858154297),558
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73926849_-43246619_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73926849_-43246619_V202.nc,(-43.246620178222656. -73.92684936523438),(-42.349365234375. -73.85600280761719),(-42.394351959228516. -72.64478302001953),(-43.293033599853516. -72.69807434082031),559
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73150396_-49578080_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73150396_-49578080_V202.nc,(-49.57807922363281. -73.15039825439453),(-48.68085861206055. -73.07604217529297),(-48.720916748046875. -71.7193603515625),(-49.61941909790039. -71.76905822753906),560
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-72937857_-46885755_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-72937857_-46885755_V202.nc,(-46.8857536315918. -72.93785858154297),(-45.987884521484375. -72.87360382080078),(-46.02435302734375. -71.58406829833984),(-46.92338180541992. -71.62699890136719),561
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74977045_-53099054_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74977045_-53099054_V202.nc,(-53.09905242919922. -74.97704315185547),(-52.20484924316406. -74.85591125488281),(-52.26836395263672. -73.39737701416016),(-53.16464614868164. -73.48863220214844),562
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+1700000__-2000000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+1700000__-2000000__V202.nc,(-66.1768798828125. 139.63546752929688),(-66.84291076660156. 138.17982482910156),(-66.2442398071289. 136.54815673828125),(-65.59632110595703. 138.01278686523438),563
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-72753874_-44191517_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-72753874_-44191517_V202.nc,(-44.1915168762207. -72.75387573242188),(-43.293033599853516. -72.69807434082031),(-43.32624816894531. -71.46678161621094),(-44.22578430175781. -71.50406646728516),564
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-69000000_-55945376_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-69000000_-55945376_V202.nc,(-55.945377349853516. -69.0),(-55.04680633544922. -69.0),(-55.03675079345703. -67.43523406982422),(-55.93497848510742. -67.39921569824219),565
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73076045_-48680858_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73076045_-48680858_V202.nc,(-48.68085861206055. -73.07604217529297),(-47.78341293334961. -73.0052719116211),(-47.822235107421875. -71.67205810546875),(-48.720916748046875. -71.7193603515625),566
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74001029_-44143635_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74001029_-44143635_V202.nc,(-44.14363479614258. -74.00102996826172),(-43.246620178222656. -73.92684936523438),(-43.293033599853516. -72.69807434082031),(-44.1915168762207. -72.75387573242188),567
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74740945_-51310322_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74740945_-51310322_V202.nc,(-51.31032180786133. -74.7409439086914),(-50.41548156738281. -74.6317367553711),(-50.475074768066406. -73.22856140136719),(-51.3718376159668. -73.310791015625),568
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73005271_-47783415_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73005271_-47783415_V202.nc,(-47.783416748046875. -73.0052719116211),(-46.8857536315918. -72.93785858154297),(-46.92338180541992. -71.62699890136719),(-47.822235107421875. -71.67205810546875),569
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73488629_-53164648_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-73488629_-53164648_V202.nc,(-53.16464614868164. -73.48863220214844),(-52.26836395263672. -73.39737701416016),(-52.3138427734375. -71.93418884277344),(-53.21162033081055. -71.9952163696289),570
CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74631740_-50415480_V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2022_01_-74631740_-50415480_V202.nc,(-50.41548156738281. -74.6317367553711),(-49.52033615112305. -74.52792358398438),(-49.57807922363281. -73.15039825439453),(-50.475074768066406. -73.22856140136719),571
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-600000___-500000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-600000___-500000___V202.nc,(-82.82073974609375. -129.80557250976562),(-83.37025451660156. -123.69007110595703),(-84.11176300048828. -128.65980529785156),(-83.49873352050781. -135.0),572
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+1300000__-2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+1300000__-2100000__V202.nc,(-67.54878234863281. 148.2405242919922),(-68.298583984375. 146.97613525390625),(-67.80168914794922. 145.0079803466797),(-67.06968688964844. 146.3099365234375),573
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+1400000__+1600000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+1400000__+1600000__V202.nc,(-70.61241149902344. 41.1859245300293),(-69.93050384521484. 39.47246170043945),(-69.35125732421875. 41.42366409301758),(-70.01182556152344. 43.15238952636719),574
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+1700000__-1800000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+1700000__-1800000__V202.nc,(-67.4949951171875. 136.63658142089844),(-68.13157653808594. 135.0),(-67.4949951171875. 133.36341857910156),(-66.87763977050781. 135.0),575
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+500000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+500000___V202.nc,(-71.19012451171875. 75.96375274658203),(-70.9524917602539. 73.3007583618164),(-70.093505859375. 74.05460357666016),(-70.32000732421875. 76.60750579833984),576
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-500000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-500000___V202.nc,(-71.19012451171875. 104.03624725341797),(-71.38697052001953. 101.30992889404297),(-70.50743865966797. 100.78429412841797),(-70.32000732421875. 103.39249420166016),577
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+1600000__+500000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+1600000__+500000___V202.nc,(-74.66043853759766. 72.6459732055664),(-74.3665771484375. 69.44395446777344),(-73.51788330078125. 70.55996704101562),(-73.79559326171875. 73.61045837402344),578
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+700000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+700000___V202.nc,(-70.6756820678711. 70.70995330810547),(-70.36149597167969. 68.19859313964844),(-69.52912902832031. 69.14553833007812),(-69.829345703125. 71.56504821777344),579
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-100000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-100000___V202.nc,(-71.72007751464844. 92.8624038696289),(-71.74251556396484. 90.0),(-70.84552001953125. 90.0),(-70.82420349121094. 92.72631072998047),580
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-1500000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-1500000__V202.nc,(-67.28124237060547. 126.8698959350586),(-67.80168914794922. 124.99201965332031),(-67.06968688964844. 123.69007110595703),(-66.56712341308594. 125.53768157958984),581
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-1400000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-1400000__V202.nc,(-67.80168914794922. 124.99201965332031),(-68.298583984375. 123.02386474609375),(-67.54878234863281. 121.75948333740234),(-67.06968688964844. 123.69007110595703),582
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-600000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-600000___V202.nc,(-70.9524917602539. 106.6992416381836),(-71.19012451171875. 104.03624725341797),(-70.32000732421875. 103.39249420166016),(-70.093505859375. 105.94539642333984),583
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+200000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+200000___V202.nc,(-71.65293884277344. 84.2894058227539),(-71.54161834716797. 81.46923065185547),(-70.6545639038086. 81.8698959350586),(-70.7603988647461. 84.5596694946289),584
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___+1700000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___+1700000__V202.nc,(-74.34014892578125. 6.709836959838867),(-73.4429931640625. 6.340191841125488),(-73.3189697265625. 9.462322235107422),(-74.20870971679688. 10.007979393005371),585
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+300000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+300000___V202.nc,(-71.54161834716797. 81.46923065185547),(-71.38697052001953. 78.69007110595703),(-70.50743865966797. 79.21570587158203),(-70.6545639038086. 81.8698959350586),586
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-1000000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-1000000__V202.nc,(-69.62866973876953. 116.56504821777344),(-70.01182556152344. 114.22774505615234),(-69.19454193115234. 113.19859313964844),(-68.8273696899414. 115.46334838867188),587
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-1200000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-1200000__V202.nc,(-68.77002716064453. 120.96375274658203),(-69.21405792236328. 118.810791015625),(-68.42945098876953. 117.6459732055664),(-68.00263977050781. 119.74488067626953),588
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+600000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+600000___V202.nc,(-70.9524917602539. 73.3007583618164),(-70.6756820678711. 70.70995330810547),(-69.829345703125. 71.56504821777344),(-70.093505859375. 74.05460357666016),589
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-300000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-300000___V202.nc,(-71.54161834716797. 98.53076934814453),(-71.65293884277344. 95.7105941772461),(-70.7603988647461. 95.4403305053711),(-70.6545639038086. 98.1301040649414),590
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-400000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-400000___V202.nc,(-71.38697052001953. 101.30992889404297),(-71.54161834716797. 98.53076934814453),(-70.6545639038086. 98.1301040649414),(-70.50743865966797. 100.78429412841797),591
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___-1200000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___-1200000__V202.nc,(-78.8372802734375. 170.5376739501953),(-79.73641967773438. 169.69515991210938),(-79.53423309326172. 164.74488830566406),(-78.65145111083984. 165.96376037597656),592
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___+2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___+2100000__V202.nc,(-70.7603988647461. 5.440331935882568),(-69.86974334716797. 5.19442892074585),(-69.7689208984375. 7.76516580581665),(-70.6545639038086. 8.130102157592773),593
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-1300000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-1300000__V202.nc,(-68.298583984375. 123.02386474609375),(-68.77002716064453. 120.96375274658203),(-68.00263977050781. 119.74488067626953),(-67.54878234863281. 121.75948333740234),594
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+400000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+400000___V202.nc,(-71.38697052001953. 78.69007110595703),(-71.19012451171875. 75.96375274658203),(-70.32000732421875. 76.60750579833984),(-70.50743865966797. 79.21570587158203),595
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___-1300000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___-1300000__V202.nc,(-77.93743133544922. 171.25384521484375),(-78.8372802734375. 170.5376739501953),(-78.65145111083984. 165.96376037597656),(-77.76560974121094. 167.00538635253906),596
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___-400000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___-400000___V202.nc,(-85.88569641113281. 153.43495178222656),(-86.68246459960938. 146.3099365234375),(-86.09666442871094. 135.0),(-85.40054321289062. 143.13009643554688),597
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___-1400000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___-1400000__V202.nc,(-77.03739929199219. 171.86990356445312),(-77.93743133544922. 171.25384521484375),(-77.76560974121094. 167.00538635253906),(-76.8777084350586. 167.90524291992188),598
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+800000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+800000___V202.nc,(-70.36149597167969. 68.19859313964844),(-70.01182556152344. 65.77225494384766),(-69.19454193115234. 66.80140686035156),(-69.52912902832031. 69.14553833007812),599
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+900000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__+900000___V202.nc,(-70.01182556152344. 65.77225494384766),(-69.62866973876953. 63.4349479675293),(-68.8273696899414. 64.53665161132812),(-69.19454193115234. 66.80140686035156),600
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___-900000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___-900000___V202.nc,(-81.52947998046875. 167.47119140625),(-82.42108917236328. 165.96376037597656),(-82.14820098876953. 159.44395446777344),(-81.28480529785156. 161.56504821777344),601
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-900000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2000000__-900000___V202.nc,(-70.01182556152344. 114.22774505615234),(-70.36149597167969. 111.80140686035156),(-69.52912902832031. 110.85446166992188),(-69.19454193115234. 113.19859313964844),602
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___+1900000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+200000___+1900000__V202.nc,(-72.54719543457031. 6.009006023406982),(-71.65293884277344. 5.710593223571777),(-71.54161834716797. 8.530765533447266),(-72.42984008789062. 8.972626686096191),603
